ID;Unidade Curricular;Semana do 1º Semestre;Semana do 2º Semestre;Curso;Semana do Ano;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Características da sala pedida para a aula;Sala atribuída à aula
22133;Marketing para as Tecnologias;5;-;LIGE, LIGE-PL;40;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Sex;14:30:00;16:00:00;30/09/2022;Sala de Aulas normal;2E08
22134;Marketing para as Tecnologias;4;-;LIGE, LIGE-PL;39;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Sex;14:30:00;16:00:00;23/09/2022;Sala de Aulas normal;
22135;Marketing para as Tecnologias;3;-;LIGE, LIGE-PL;38;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Sex;14:30:00;16:00:00;16/09/2022;Sala de Aulas normal;2E08
22136;Marketing para as Tecnologias;14;-;LIGE, LIGE-PL;50;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;07/12/2022;Sala de Aulas normal;1E08
22137;Marketing para as Tecnologias;13;-;LIGE, LIGE-PL;49;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;1E08
22138;Marketing para as Tecnologias;12;-;LIGE, LIGE-PL;48;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;23/11/2022;Sala de Aulas normal;1E08
22139;Marketing para as Tecnologias;11;-;LIGE, LIGE-PL;47;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;16/11/2022;Sala de Aulas normal;1E08
22140;Marketing para as Tecnologias;10;-;LIGE, LIGE-PL;46;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;09/11/2022;Sala de Aulas normal;1E08
22141;Marketing para as Tecnologias;9;-;LIGE, LIGE-PL;45;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;02/11/2022;Sala de Aulas normal;1E08
22142;Marketing para as Tecnologias;8;-;LIGE, LIGE-PL;44;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;26/10/2022;Sala de Aulas normal;1E08
22143;Marketing para as Tecnologias;7;-;LIGE, LIGE-PL;43;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;19/10/2022;Sala de Aulas normal;1E08
22144;Marketing para as Tecnologias;6;-;LIGE, LIGE-PL;42;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;12/10/2022;Sala de Aulas normal;1E08
22145;Marketing para as Tecnologias;4;-;LIGE, LIGE-PL;40;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;28/09/2022;Sala de Aulas normal;1E08
22146;Marketing para as Tecnologias;3;-;LIGE, LIGE-PL;39;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;21/09/2022;Sala de Aulas normal;1E08
22147;Marketing para as Tecnologias;2;-;LIGE, LIGE-PL;38;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;Qua;16:00:00;17:30:00;14/09/2022;Sala de Aulas normal;1E08
22148;Gestão de Activos Financeiros;13;-;LFC;49;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;1E08
22149;Gestão de Activos Financeiros;12;-;LFC;48;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;23/11/2022;Sala de Aulas normal;1E08
22150;Gestão de Activos Financeiros;11;-;LFC;47;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;16/11/2022;Sala de Aulas normal;1E08
22151;Gestão de Activos Financeiros;10;-;LFC;46;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;09/11/2022;Sala de Aulas normal;1E08
22152;Gestão de Activos Financeiros;9;-;LFC;45;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;02/11/2022;Sala de Aulas normal;1E08
22153;Gestão de Activos Financeiros;8;-;LFC;44;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;26/10/2022;Sala de Aulas normal;1E08
22154;Gestão de Activos Financeiros;7;-;LFC;43;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;19/10/2022;Sala de Aulas normal;1E08
22155;Gestão de Activos Financeiros;6;-;LFC;42;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;12/10/2022;Sala de Aulas normal;1E08
22156;Gestão de Activos Financeiros;4;-;LFC;40;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;28/09/2022;Sala de Aulas normal;1E08
22157;Gestão de Activos Financeiros;3;-;LFC;39;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;21/09/2022;Sala de Aulas normal;1E08
22158;Gestão de Activos Financeiros;2;-;LFC;38;L6046TP01;FCC1;32;Qua;09:30:00;11:00:00;14/09/2022;Sala de Aulas normal;1E08
22159;Gestão de Activos Financeiros;14;-;LFC;50;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;05/12/2022;Sala de Aulas normal;1E08
22160;Gestão de Activos Financeiros;13;-;LFC;49;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;1E08
22161;Gestão de Activos Financeiros;12;-;LFC;48;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;21/11/2022;Sala de Aulas normal;1E08
22162;Gestão de Activos Financeiros;11;-;LFC;47;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;14/11/2022;Sala de Aulas normal;1E08
22163;Gestão de Activos Financeiros;10;-;LFC;46;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;07/11/2022;Sala de Aulas normal;1E08
22164;Gestão de Activos Financeiros;9;-;LFC;45;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;31/10/2022;Sala de Aulas normal;1E08
22165;Gestão de Activos Financeiros;8;-;LFC;44;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;24/10/2022;Sala de Aulas normal;1E08
22166;Gestão de Activos Financeiros;7;-;LFC;43;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;17/10/2022;Sala de Aulas normal;1E08
22167;Gestão de Activos Financeiros;6;-;LFC;42;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;10/10/2022;Sala de Aulas normal;1E08
22168;Gestão de Activos Financeiros;5;-;LFC;41;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;03/10/2022;Sala de Aulas normal;1E08
22169;Gestão de Activos Financeiros;4;-;LFC;40;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;26/09/2022;Sala de Aulas normal;1E08
22170;Gestão de Activos Financeiros;3;-;LFC;39;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;19/09/2022;Sala de Aulas normal;1E08
22171;Gestão de Activos Financeiros;2;-;LFC;38;L6046TP01;FCC1;32;Seg;09:30:00;11:00:00;12/09/2022;Sala de Aulas normal;1E08
22172;As Revoluções Liberais em Portugal;14;-;LHMC;50;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;06/12/2022;Sala de Aulas normal;2E03
22173;As Revoluções Liberais em Portugal;13;-;LHMC;49;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;29/11/2022;Sala de Aulas normal;2E03
22174;As Revoluções Liberais em Portugal;12;-;LHMC;48;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;22/11/2022;Sala de Aulas normal;2E03
22175;As Revoluções Liberais em Portugal;11;-;LHMC;47;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;15/11/2022;Sala de Aulas normal;2E03
22176;As Revoluções Liberais em Portugal;10;-;LHMC;46;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;08/11/2022;Sala de Aulas normal;2E03
22177;As Revoluções Liberais em Portugal;8;-;LHMC;44;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;25/10/2022;Sala de Aulas normal;2E03
22178;As Revoluções Liberais em Portugal;7;-;LHMC;43;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;18/10/2022;Sala de Aulas normal;2E03
22179;As Revoluções Liberais em Portugal;6;-;LHMC;42;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;11/10/2022;Sala de Aulas normal;2E03
22180;As Revoluções Liberais em Portugal;5;-;LHMC;41;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;04/10/2022;Sala de Aulas normal;2E03
22181;As Revoluções Liberais em Portugal;4;-;LHMC;40;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;27/09/2022;Sala de Aulas normal;2E03
22182;As Revoluções Liberais em Portugal;3;-;LHMC;39;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;20/09/2022;Sala de Aulas normal;2E03
22183;As Revoluções Liberais em Portugal;2;-;LHMC;38;L5173TP02;HMCB1;37;Ter;11:00:00;12:30:00;13/09/2022;Sala de Aulas normal;2E03
22184;Estágio de Psicologia Social e das Organizações;16;-;MPSO;51;M8240S01;MPSO-B2;19;Qui;14:00:00;18:00:00;15/12/2022;Sala Aulas Mestrado;AA3.26
22185;Estágio de Psicologia Social e das Organizações;13;-;MPSO;48;M8240S01;MPSO-B2;19;Qui;14:00:00;18:00:00;24/11/2022;Sala Aulas Mestrado;
22186;Estágio de Psicologia Social e das Organizações;11;-;MPSO;46;M8240S01;MPSO-B2;19;Qui;14:00:00;18:00:00;10/11/2022;Sala Aulas Mestrado;AA3.26
22187;Estágio de Psicologia Social e das Organizações;8;-;MPSO;43;M8240S01;MPSO-B2;19;Qui;14:00:00;18:00:00;20/10/2022;Sala Aulas Mestrado;
22188;Métodos de Investigação Quantitativos;14;-;LP;50;L5215PL02;PB1;23;Seg;13:00:00;14:30:00;05/12/2022;Sala/anfiteatro aulas;C5.05
22189;Métodos de Investigação Quantitativos;12;-;LP;47;L5215PL02;PB1;23;Qui;14:30:00;16:00:00;17/11/2022;Sala de Aulas normal;C5.05
22190;Métodos de Investigação Quantitativos;10;-;LP;45;L5215PL02;PB1;23;Qui;14:30:00;16:00:00;03/11/2022;Sala de Aulas normal;C5.05
22191;Métodos de Investigação Quantitativos;8;-;LP;43;L5215PL02;PB1;23;Qui;14:30:00;16:00:00;20/10/2022;Sala de Aulas normal;C5.05
22192;Métodos de Investigação Quantitativos;6;-;LP;41;L5215PL02;PB1;23;Qui;14:30:00;16:00:00;06/10/2022;Sala de Aulas normal;C5.05
22193;Métodos de Investigação Quantitativos;4;-;LP;39;L5215PL02;PB1;23;Qui;14:30:00;16:00:00;22/09/2022;Sala de Aulas normal;C5.05
22194;Psicologia Social e das Organizações;16;-;LGRH;51;L5051TP01;GRHA1;38;Sex;13:00:00;14:30:00;16/12/2022;Sala/anfiteatro aulas;C4.02
22195;Psicologia Social e das Organizações;16;-;LGRH;51;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;15/12/2022;Sala/anfiteatro aulas;C4.02
22196;Psicologia Social e das Organizações;13;-;LGRH;48;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;24/11/2022;Sala de Aulas normal;C4.02
22197;Psicologia Social e das Organizações;12;-;LGRH;47;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;17/11/2022;Sala de Aulas normal;C4.02
22198;Psicologia Social e das Organizações;11;-;LGRH;46;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;10/11/2022;Sala de Aulas normal;C4.02
22199;Psicologia Social e das Organizações;10;-;LGRH;45;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;03/11/2022;Sala de Aulas normal;C4.02
22200;Psicologia Social e das Organizações;9;-;LGRH;44;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;27/10/2022;Sala de Aulas normal;C4.02
22201;Psicologia Social e das Organizações;8;-;LGRH;43;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;20/10/2022;Sala de Aulas normal;C4.02
22202;Psicologia Social e das Organizações;7;-;LGRH;42;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;13/10/2022;Sala de Aulas normal;C4.02
22203;Psicologia Social e das Organizações;6;-;LGRH;41;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;06/10/2022;Sala de Aulas normal;C4.02
22204;Psicologia Social e das Organizações;5;-;LGRH;40;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;29/09/2022;Sala de Aulas normal;C4.02
22205;Psicologia Social e das Organizações;4;-;LGRH;39;L5051TP01;GRHA1;38;Qui;14:30:00;16:00:00;22/09/2022;Sala de Aulas normal;C4.02
22206;Psicologia Social e das Organizações;15;-;LGRH;51;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;13/12/2022;Sala de Aulas normal;C4.02
22207;Psicologia Social e das Organizações;14;-;LGRH;50;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;06/12/2022;Sala de Aulas normal;C4.02
22208;Psicologia Social e das Organizações;13;-;LGRH;49;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;29/11/2022;Sala de Aulas normal;C4.02
22209;Psicologia Social e das Organizações;12;-;LGRH;48;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;22/11/2022;Sala de Aulas normal;C4.02
22210;Psicologia Social e das Organizações;11;-;LGRH;47;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;15/11/2022;Sala de Aulas normal;C4.02
22211;Psicologia Social e das Organizações;10;-;LGRH;46;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;08/11/2022;Sala de Aulas normal;C4.02
22212;Psicologia Social e das Organizações;8;-;LGRH;44;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;25/10/2022;Sala de Aulas normal;C4.02
22213;Psicologia Social e das Organizações;7;-;LGRH;43;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;18/10/2022;Sala de Aulas normal;C4.02
22214;Psicologia Social e das Organizações;6;-;LGRH;42;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;11/10/2022;Sala de Aulas normal;C4.02
22215;Psicologia Social e das Organizações;5;-;LGRH;41;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;04/10/2022;Sala de Aulas normal;C4.02
22216;Psicologia Social e das Organizações;4;-;LGRH;40;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;27/09/2022;Sala de Aulas normal;C4.02
22217;Psicologia Social e das Organizações;3;-;LGRH;39;L5051TP01;GRHA1;38;Ter;14:30:00;16:00:00;20/09/2022;Sala de Aulas normal;C4.02
22218;Arquitectura I;15;-;MIA;50;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;09/12/2022;Arq 4;B3.04
22219;Arquitectura I;14;-;MIA;49;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;02/12/2022;Arq 4;B3.04
22220;Arquitectura I;13;-;MIA;48;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;25/11/2022;Arq 4;B3.04
22221;Arquitectura I;12;-;MIA;47;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;18/11/2022;Arq 4;B3.04
22222;Arquitectura I;11;-;MIA;46;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;11/11/2022;Arq 4;B3.04
22223;Arquitectura I;10;-;MIA;45;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;04/11/2022;Arq 4;B3.04
22224;Arquitectura I;9;-;MIA;44;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;28/10/2022;Arq 4;B3.04
22225;Arquitectura I;8;-;MIA;43;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;21/10/2022;Arq 4;B3.04
22226;Arquitectura I;7;-;MIA;42;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;14/10/2022;Arq 4;B3.04
22227;Arquitectura I;6;-;MIA;41;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;07/10/2022;Arq 4;B3.04
22228;Arquitectura I;5;-;MIA;40;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;30/09/2022;Arq 4;B3.04
22229;Arquitectura I;4;-;MIA;39;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;16:00:00;17:30:00;23/09/2022;Arq 4;B3.04
22230;Arquitectura I;15;-;MIA;51;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;13/12/2022;Arq 4;B3.04
22231;Arquitectura I;14;-;MIA;50;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;06/12/2022;Arq 4;B3.04
22232;Arquitectura I;13;-;MIA;49;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;29/11/2022;Arq 4;B3.04
22233;Arquitectura I;12;-;MIA;48;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;22/11/2022;Arq 4;B3.04
22234;Arquitectura I;11;-;MIA;47;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;15/11/2022;Arq 4;B3.04
22235;Arquitectura I;10;-;MIA;46;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;08/11/2022;Arq 4;B3.04
22236;Arquitectura I;8;-;MIA;44;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;25/10/2022;Arq 4;B3.04
22237;Arquitectura I;7;-;MIA;43;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;18/10/2022;Arq 4;B3.04
22238;Arquitectura I;6;-;MIA;42;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;11/10/2022;Arq 4;B3.04
22239;Arquitectura I;5;-;MIA;41;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;04/10/2022;Arq 4;B3.04
22240;Arquitectura I;4;-;MIA;40;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;27/09/2022;Arq 4;B3.04
22241;Arquitectura I;3;-;MIA;39;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;16:00:00;17:30:00;20/09/2022;Arq 4;B3.04
22242;Arquitectura I;15;-;MIA;51;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;13/12/2022;Arq 4;B3.04
22243;Arquitectura I;14;-;MIA;50;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;06/12/2022;Arq 4;B3.04
22244;Arquitectura I;13;-;MIA;49;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;29/11/2022;Arq 4;B3.04
22245;Arquitectura I;12;-;MIA;48;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;22/11/2022;Arq 4;B3.04
22246;Arquitectura I;11;-;MIA;47;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;15/11/2022;Arq 4;B3.04
22247;Arquitectura I;10;-;MIA;46;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;08/11/2022;Arq 4;B3.04
22248;Arquitectura I;8;-;MIA;44;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;25/10/2022;Arq 4;B3.04
22249;Arquitectura I;7;-;MIA;43;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;18/10/2022;Arq 4;B3.04
22250;Arquitectura I;6;-;MIA;42;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;11/10/2022;Arq 4;B3.04
22251;Arquitectura I;5;-;MIA;41;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;04/10/2022;Arq 4;B3.04
22252;Arquitectura I;4;-;MIA;40;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;27/09/2022;Arq 4;B3.04
22253;Arquitectura I;3;-;MIA;39;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;14:30:00;16:00:00;20/09/2022;Arq 4;B3.04
22254;Arquitectura I;15;-;MIA;50;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;09/12/2022;Arq 4;B3.04
22255;Arquitectura I;14;-;MIA;49;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;02/12/2022;Arq 4;B3.04
22256;Arquitectura I;13;-;MIA;48;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;25/11/2022;Arq 4;B3.04
22257;Arquitectura I;12;-;MIA;47;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;18/11/2022;Arq 4;B3.04
22258;Arquitectura I;11;-;MIA;46;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;11/11/2022;Arq 4;B3.04
22259;Arquitectura I;10;-;MIA;45;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;04/11/2022;Arq 4;B3.04
22260;Arquitectura I;9;-;MIA;44;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;28/10/2022;Arq 4;B3.04
22261;Arquitectura I;8;-;MIA;43;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;21/10/2022;Arq 4;B3.04
22262;Arquitectura I;7;-;MIA;42;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;14/10/2022;Arq 4;B3.04
22263;Arquitectura I;6;-;MIA;41;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;07/10/2022;Arq 4;B3.04
22264;Arquitectura I;5;-;MIA;40;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;30/09/2022;Arq 4;B3.04
22265;Arquitectura I;4;-;MIA;39;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;13:00:00;14:30:00;23/09/2022;Arq 4;B3.04
22266;Arquitectura I;15;-;MIA;51;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;13/12/2022;Arq 4;B3.04
22267;Arquitectura I;14;-;MIA;50;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;06/12/2022;Arq 4;B3.04
22268;Arquitectura I;13;-;MIA;49;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;29/11/2022;Arq 4;B3.04
22269;Arquitectura I;12;-;MIA;48;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;22/11/2022;Arq 4;B3.04
22270;Arquitectura I;11;-;MIA;47;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;15/11/2022;Arq 4;B3.04
22271;Arquitectura I;10;-;MIA;46;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;08/11/2022;Arq 4;B3.04
22272;Arquitectura I;8;-;MIA;44;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;25/10/2022;Arq 4;B3.04
22273;Arquitectura I;7;-;MIA;43;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;18/10/2022;Arq 4;B3.04
22274;Arquitectura I;6;-;MIA;42;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;11/10/2022;Arq 4;B3.04
22275;Arquitectura I;5;-;MIA;41;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;04/10/2022;Arq 4;B3.04
22276;Arquitectura I;4;-;MIA;40;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;27/09/2022;Arq 4;B3.04
22277;Arquitectura I;3;-;MIA;39;L2205PL01;ARQ-A2, ARQ-A1;23;Ter;13:00:00;14:30:00;20/09/2022;Arq 4;B3.04
22278;Arquitectura I;15;-;MIA;50;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;09/12/2022;Arq 4;B3.04
22279;Arquitectura I;14;-;MIA;49;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;02/12/2022;Arq 4;B3.04
22280;Arquitectura I;13;-;MIA;48;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;25/11/2022;Arq 4;B3.04
22281;Arquitectura I;12;-;MIA;47;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;18/11/2022;Arq 4;B3.04
22282;Arquitectura I;11;-;MIA;46;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;11/11/2022;Arq 4;B3.04
22283;Arquitectura I;10;-;MIA;45;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;04/11/2022;Arq 4;B3.04
22284;Arquitectura I;9;-;MIA;44;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;28/10/2022;Arq 4;B3.04
22285;Arquitectura I;8;-;MIA;43;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;21/10/2022;Arq 4;B3.04
22286;Arquitectura I;7;-;MIA;42;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;14/10/2022;Arq 4;B3.04
22287;Arquitectura I;6;-;MIA;41;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;07/10/2022;Arq 4;B3.04
22288;Arquitectura I;5;-;MIA;40;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;30/09/2022;Arq 4;B3.04
22289;Arquitectura I;4;-;MIA;39;L2205PL01;ARQ-A2, ARQ-A1;23;Sex;14:30:00;16:00:00;23/09/2022;Arq 4;B3.04
22290;Introdução à Sustentabilidade;15;-;CT;51;03657TP01;CI-CT-01;23;Ter;14:00:00;16:00:00;13/12/2022;Sala de Aulas normal;AA3.30
22291;Introdução à Sustentabilidade;14;-;CT;50;03657TP01;CI-CT-01;23;Ter;14:00:00;16:00:00;06/12/2022;Sala de Aulas normal;AA3.30
22292;Introdução à Sustentabilidade;13;-;CT;49;03657TP01;CI-CT-01;23;Ter;14:00:00;16:00:00;29/11/2022;Sala de Aulas normal;AA3.30
22293;Introdução à Sustentabilidade;12;-;CT;48;03657TP01;CI-CT-01;23;Ter;14:00:00;16:00:00;22/11/2022;Sala de Aulas normal;AA3.30
22294;Introdução à Sustentabilidade;11;-;CT;47;03657TP01;CI-CT-01;23;Ter;14:00:00;16:00:00;15/11/2022;Sala de Aulas normal;AA3.30
22295;Introdução à Sustentabilidade;10;-;CT;46;03657TP01;CI-CT-01;23;Ter;14:00:00;16:00:00;08/11/2022;Sala de Aulas normal;AA3.30
22296;Análise Prescritiva;11;-;PGCD;46;03633TP01;PG CD;21;Qui;19:30:00;21:00:00;10/11/2022;BYOD (Bring Your Own Device);D1.07
22297;Análise Prescritiva;10;-;PGCD;45;03633TP01;PG CD;21;Qui;19:30:00;21:00:00;03/11/2022;BYOD (Bring Your Own Device);D1.07
22298;Análise Prescritiva;9;-;PGCD;44;03633TP01;PG CD;21;Qui;19:30:00;21:00:00;27/10/2022;BYOD (Bring Your Own Device);D1.07
22299;Análise Prescritiva;8;-;PGCD;43;03633TP01;PG CD;21;Qui;19:30:00;21:00:00;20/10/2022;BYOD (Bring Your Own Device);D1.07
